flow_id,id_from,id_to
9377_0037,9377,7803
9377_0038,9377,902
9377_0040,9377,7803
9377_0045,9377,917
9377_0046,9377,7803
9377_0051,9377,7803
9377_0055,9377,7803
9377_0057,9377,7803
9377_0058,9377,7803
9377_0059,9377,906
9377_0060,9377,7803
9377_0061,9377,997
9377_0064,9377,926
9377_0065,9377,7803
9377_0066,9377,919
9377_0067,9377,7803
9377_0070,9377,900
9377_0071,9377,926
9377_0076,9377,7803
9377_0077,9377,7803
9377_0079,9377,7803
9377_0081,9377,926
9377_0087,9377,7803
9377_0101,9377,7803
9377_0103,9377,7803
9377_0104,9377,926
9377_0108,9377,7803
9377_0122,9377,926
9377_0124,9377,7803
9377_0126,9377,906
9377_0141,9377,926
9377_0145,9377,926
9377_0147,9377,7803
9377_0168,9377,926
9377_0173,9377,7803
9377_0174,9377,906
9377_0209,9377,7803
9377_0211,9377,926
9377_0213,9377,7803
9377_0243,9377,7803
9377_0244,9377,7803
9377_0276,9377,7803
9377_0284,9377,920
9377_0286,9377,960
9377_0900,9377,900
9377_0911,9377,926
9377_0912,9377,926
9377_0925,9377,7803
9377_0926,9377,7803
9377_6000,9377,7803
9377_6012,9377,926
9377_6013,9377,926
9377_6014,9377,926
9377_6015,9377,926
9377_6028,9377,920
9377_6034,9377,906
9377_6036,9377,906
9377_6037,9377,902
9377_6043,9377,900
9377_6046,9377,900
9377_6054,9377,960
9377_6056,9377,900
9377_6059,9377,997
9377_6060,9377,900
9377_6064,9377,7803
9377_6065,9377,7803
9377_6067,9377,906
9377_7001,9377,919
9377_7803,9377,7803
9383_0001,9383,900
9383_0025,9383,900
9383_0029,9383,7803
9383_0032,9383,997
9383_0033,9383,900
9383_0036,9383,902
9383_0037,9383,900
9383_0038,9383,902
9383_0040,9383,905
9383_0045,9383,917
9383_0051,9383,910
9383_0057,9383,900
9383_0058,9383,7803
9383_0063,9383,902
9383_0064,9383,925
9383_0066,9383,919
9383_0068,9383,902
9383_0070,9383,900
9383_0071,9383,926
9383_0076,9383,7803
9383_0077,9383,7803
9383_0081,9383,926
9383_0087,9383,900
9383_0101,9383,900
9383_0104,9383,926
9383_0108,9383,906
9383_0122,9383,925
9383_0130,9383,906
9383_0147,9383,7803
9383_0154,9383,906
9383_0168,9383,925
9383_0169,9383,906
9383_0173,9383,7803
9383_0174,9383,906
9383_0211,9383,925
9383_0214,9383,7803
9383_0243,9383,7803
9383_0244,9383,919
9383_0276,9383,900
9383_0900,9383,900
9383_0906,9383,906
9383_0911,9383,926
9383_0913,9383,925
9383_0914,9383,926
9383_0925,9383,925
9383_6000,9383,7803
9383_6012,9383,925
9383_6013,9383,926
9383_6014,9383,926
9383_6015,9383,926
9383_6019,9383,7803
9383_6034,9383,906
9383_6036,9383,906
9383_6037,9383,902
9383_6039,9383,7803
9383_6043,9383,900
9383_6046,9383,900
9383_6054,9383,7803
9383_6055,9383,902
9383_6060,9383,900
9383_6998,9383,906
9383_7802,9383,900
9389_0059,9389,998
9389_0214,9389,998
9389_0270,9389,998
9389_0283,9389,283
9389_0286,9389,999
9389_0999,9389,999
9389_6000,9389,998
9397_0033,9397,986
9399_0213,9399,983
9399_6023,9399,983
9399_6040,9399,983
9399_6042,9399,983
9403_0055,9403,981
9403_0079,9403,981
9403_0276,9403,981
9405_0055,9405,982
9405_0079,9405,981
9406_0001,9406,900
9406_0031,9406,7803
9406_0032,9406,997
9406_0036,9406,902
9406_0038,9406,902
9406_0040,9406,905
9406_0045,9406,917
9406_0051,9406,910
9406_0061,9406,997
9406_0064,9406,926
9406_0066,9406,919
9406_0070,9406,900
9406_0071,9406,926
9406_0081,9406,926
9406_0104,9406,926
9406_0108,9406,906
9406_0122,9406,926
9406_0141,9406,926
9406_0145,9406,926
9406_0168,9406,926
9406_0174,9406,906
9406_0211,9406,926
9406_0236,9406,7803
9406_0244,9406,919
9406_0276,9406,7803
9406_0284,9406,920
9406_0911,9406,926
9406_0912,9406,926
9406_0913,9406,926
9406_0914,9406,926
9406_6012,9406,926
9406_6013,9406,926
9406_6014,9406,926
9406_6015,9406,926
9406_6028,9406,920
9406_6035,9406,926
9406_6036,9406,906
9406_6037,9406,902
9406_6043,9406,900
9406_6046,9406,900
9406_6050,9406,917
9407_0032,9407,997
9407_0040,9407,905
9407_0064,9407,926
9407_0244,9407,919
9407_0911,9407,926
9407_0912,9407,926
9407_6006,9407,905
9407_7001,9407,919
9409_0035,9409,978
9409_0046,9409,978
9409_0057,9409,963
9409_0060,9409,964
9409_0065,9409,978
9409_0067,9409,978
9409_0101,9409,968
9409_0124,9409,978
9413_0001,9413,900
9413_0025,9413,7803
9413_0032,9413,7803
9413_0033,9413,986
9413_0035,9413,7803
9413_0036,9413,7803
9413_0037,9413,7803
9413_0038,9413,7803
9413_0044,9413,7803
9413_0045,9413,7803
9413_0046,9413,7803
9413_0051,9413,7803
9413_0057,9413,7803
9413_0058,9413,994
9413_0060,9413,964
9413_0061,9413,7803
9413_0064,9413,7803
9413_0066,9413,7803
9413_0070,9413,900
9413_0076,9413,988
9413_0077,9413,979
9413_0082,9413,928
9413_0087,9413,7803
9413_0101,9413,7803
9413_0147,9413,7803
9413_0173,9413,995
9413_0214,9413,960
9413_0243,9413,993
9413_0244,9413,7803
9413_0270,9413,960
9413_0276,9413,984
9413_0284,9413,7803
9413_6006,9413,7803
9413_6036,9413,7803
9413_6037,9413,7803
9413_6064,9413,7803
9413_6065,9413,7803
9413_7001,9413,7803
9414_0029,9414,929
9417_0037,9417,957
9417_0087,9417,957
9425_0079,9425,981
9532_0025,9532,937
9532_0037,9532,938
9532_0057,9532,963
9532_0065,9532,968
9532_0101,9532,968
9541_0001,9541,900
9541_0064,9541,926
9541_0108,9541,906
9541_6046,9541,926
9541_6056,9541,900
9542_0001,9542,900
9542_0025,9542,7803
9542_0032,9542,997
9542_0033,9542,7803
9542_0037,9542,7803
9542_0040,9542,905
9542_0045,9542,917
9542_0046,9542,7803
9542_0051,9542,910
9542_0057,9542,7803
9542_0058,9542,7803
9542_0060,9542,7803
9542_0061,9542,997
9542_0064,9542,926
9542_0066,9542,919
9542_0070,9542,900
9542_0071,9542,926
9542_0077,9542,7803
9542_0081,9542,926
9542_0087,9542,7803
9542_0101,9542,7803
9542_0104,9542,926
9542_0122,9542,926
9542_0141,9542,926
9542_0145,9542,926
9542_0168,9542,926
9542_0244,9542,919
9542_6012,9542,926
9542_6013,9542,926
9542_6014,9542,926
9542_6015,9542,926
9542_6036,9542,906
9979_0001,9979,900
9979_0044,9979,7803
9979_0070,9979,900
9979_6043,9979,900
9998_0001,9998,900
9998_0025,9998,937
9998_0029,9998,7803
9998_0031,9998,7803
9998_0032,9998,997
9998_0033,9998,986
9998_0035,9998,978
9998_0036,9998,902
9998_0037,9998,938
9998_0038,9998,902
9998_0040,9998,905
9998_0044,9998,920
9998_0045,9998,917
9998_0046,9998,978
9998_0048,9998,992
9998_0050,9998,900
9998_0051,9998,910
9998_0055,9998,7803
9998_0056,9998,56
9998_0057,9998,963
9998_0058,9998,959
9998_0059,9998,960
9998_0060,9998,964
9998_0061,9998,997
9998_0063,9998,910
9998_0064,9998,926
9998_0065,9998,978
9998_0066,9998,919
9998_0067,9998,978
9998_0068,9998,902
9998_0070,9998,900
9998_0071,9998,926
9998_0076,9998,959
9998_0077,9998,979
9998_0079,9998,981
9998_0081,9998,926
9998_0082,9998,906
9998_0087,9998,939
9998_0101,9998,968
9998_0103,9998,940
9998_0104,9998,926
9998_0107,9998,955
9998_0108,9998,906
9998_0122,9998,926
9998_0123,9998,956
9998_0124,9998,978
9998_0126,9998,906
9998_0130,9998,906
9998_0141,9998,926
9998_0143,9998,989
9998_0145,9998,926
9998_0147,9998,7803
9998_0154,9998,906
9998_0168,9998,926
9998_0169,9998,906
9998_0173,9998,959
9998_0174,9998,906
9998_0189,9998,900
9998_0209,9998,7803
9998_0211,9998,926
9998_0213,9998,7803
9998_0214,9998,960
9998_0236,9998,7803
9998_0237,9998,927
9998_0243,9998,959
9998_0244,9998,919
9998_0257,9998,257
9998_0264,9998,959
9998_0270,9998,961
9998_0272,9998,7803
9998_0276,9998,959
9998_0282,9998,960
9998_0284,9998,920
9998_0286,9998,960
9998_0900,9998,900
9998_0901,9998,900
9998_0906,9998,906
9998_0909,9998,909
9998_0911,9998,926
9998_0912,9998,926
9998_0913,9998,925
9998_0914,9998,926
9998_0915,9998,909
9998_0920,9998,920
9998_0925,9998,925
9998_0926,9998,926
9998_0929,9998,929
9998_0930,9998,959
9998_0959,9998,900
9998_0960,9998,960
9998_6000,9998,960
9998_6006,9998,905
9998_6011,9998,926
9998_6012,9998,926
9998_6013,9998,926
9998_6014,9998,926
9998_6015,9998,926
9998_6016,9998,900
9998_6018,9998,979
9998_6019,9998,979
9998_6020,9998,979
9998_6022,9998,979
9998_6023,9998,979
9998_6026,9998,960
9998_6027,9998,960
9998_6028,9998,920
9998_6029,9998,920
9998_6034,9998,923
9998_6035,9998,926
9998_6036,9998,906
9998_6037,9998,902
9998_6039,9998,7803
9998_6040,9998,959
9998_6042,9998,959
9998_6043,9998,900
9998_6044,9998,923
9998_6045,9998,917
9998_6046,9998,926
9998_6053,9998,920
9998_6054,9998,960
9998_6055,9998,902
9998_6056,9998,900
9998_6059,9998,997
9998_6060,9998,900
9998_6064,9998,7803
9998_6065,9998,7803
9998_7000,9998,907
9998_7001,9998,919
9999_0001,9999,900
9999_0025,9999,937
9999_0029,9999,929
9999_0031,9999,31
9999_0032,9999,905
9999_0035,9999,977
9999_0037,9999,937
9999_0040,9999,905
9999_0044,9999,920
9999_0046,9999,978
9999_0051,9999,910
9999_0057,9999,963
9999_0061,9999,905
9999_0064,9999,926
9999_0065,9999,965
9999_0067,9999,967
9999_0076,9999,988
9999_0077,9999,979
9999_0079,9999,981
9999_0101,9999,968
9999_0107,9999,937
9999_0122,9999,926
9999_0123,9999,937
9999_0124,9999,969
9999_0168,9999,926
9999_0173,9999,959
9999_0213,9999,213
9999_0244,9999,919
9999_0264,9999,959
9999_0276,9999,981
9999_0286,9999,286
9999_0927,9999,927
9999_0989,9999,989
9999_6000,9999,960
9999_6013,9999,916
9999_6014,9999,916
9999_6022,9999,979
9999_6023,9999,983
9999_6027,9999,960
9999_6028,9999,920
9999_6029,9999,920
9999_6035,9999,916
9999_6040,9999,983
9999_6042,9999,983
9999_6043,9999,900
9999_6056,9999,900
9999_6059,9999,901
9999_6068,9999,997
9999_7001,9999,919
0024_0068,24,964
0242_0029,242,7803
0242_0032,242,997
0009_0001,900,1
0009_0025,7803,937
0009_0029,7803,929
0009_0031,7803,990
0009_0032,997,32
0009_0033,7803,986
0009_0035,7803,977
0009_0036,902,36
0009_0037,7803,938
0009_0038,902,38
0009_0040,905,40
0009_0044,920,44
0009_0045,917,45
0009_0046,7803,978
0009_0050,7803,964
0009_0051,910,51
0009_0055,7803,982
0009_0056,7803,922
0009_0057,7803,963
0009_0058,7803,994
0009_0059,906,918
0009_0060,7803,964
0009_0061,997,61
0009_0064,926,64
0009_0065,7803,978
0009_0066,919,66
0009_0067,7803,978
0009_0068,902,68
0009_0070,900,70
0009_0071,926,71
0009_0076,7803,988
0009_0077,7803,979
0009_0079,7803,981
0009_0081,926,81
0009_0082,906,928
0009_0087,7803,939
0009_0101,7803,968
0009_0103,7803,7809
0009_0104,926,104
0009_0107,7803,937
0009_0108,906,108
0009_0122,926,122
0009_0124,7803,978
0009_0126,907,126
0009_0130,906,130
0009_0141,926,913
0009_0143,7803,989
0009_0145,926,145
0009_0147,908,147
0009_0154,906,154
0009_0168,926,914
0009_0169,906,169
0009_0173,7803,995
0009_0174,906,921
0009_0209,7803,209
0009_0211,926,916
0009_0213,7803,983
0009_0214,7803,960
0009_0236,7803,990
0009_0237,906,927
0009_0243,7803,993
0009_0244,919,244
0009_0257,7803,923
0009_0264,7803,930
0009_0270,7803,960
0009_0276,7803,984
0009_0282,7803,960
0009_0284,920,7804
0009_0286,7803,998
0009_0911,926,911
0009_0912,926,912
0009_0913,925,913
0009_0914,926,914
0009_0916,926,916
0009_0921,906,921
0009_0922,7803,922
0009_0957,7803,937
0009_0959,900,959
0009_6000,7803,960
0009_6006,905,40
0009_6010,7803,960
0009_6011,926,913
0009_6012,926,145
0009_6013,926,916
0009_6014,926,916
0009_6015,926,916
0009_6016,900,6016
0009_6019,7803,979
0009_6023,7803,983
0009_6027,7803,960
0009_6028,920,44
0009_6029,920,44
0009_6031,7803,922
0009_6032,7803,922
0009_6033,7803,922
0009_6034,906,918
0009_6035,926,916
0009_6036,906,108
0009_6037,902,68
0009_6039,7803,960
0009_6040,7803,983
0009_6042,7803,983
0009_6043,900,901
0009_6044,7803,923
0009_6046,900,901
0009_6050,917,6050
0009_6054,7803,960
0009_6056,900,6056
0009_6059,997,901
0009_6060,900,901
0009_6064,7803,7809
0009_6065,7803,7809
0009_6066,917,6066
0009_6068,997,901
0009_6069,7803,7800
0009_6070,7803,7800
0009_6990,906,6990
0009_6998,906,6998
0009_7000,907,7000
0009_7001,919,7001
0009_7800,7803,7800
0009_7802,7803,937
0019_0025,900,937
0019_0035,900,978
0019_0037,938,37
0019_0046,900,978
0019_0057,900,963
0019_0060,900,964
0019_0087,939,87
0019_0101,900,968
0019_0103,940,103
0019_0123,956,123
0019_0124,900,978
0024_0001,964,900
0024_0025,937,25
0024_0029,964,929
0024_0031,964,990
0024_0032,964,7803
0024_0033,986,987
0024_0035,964,977
0024_0036,964,7803
0024_0037,938,37
0024_0038,964,7803
0024_0040,964,7803
0024_0044,964,7803
0024_0045,917,45
0024_0046,964,978
0024_0050,964,962
0024_0051,964,7803
0024_0055,982,55
0024_0057,964,963
0024_0058,964,994
0024_0059,964,7803
0024_0060,964,60
0024_0061,964,7803
0024_0064,964,7803
0024_0065,964,978
0024_0066,964,919
0024_0067,964,978
0024_0070,964,900
0024_0071,964,7803
0024_0076,964,988
0024_0077,964,979
0024_0079,981,79
0024_0081,964,7803
0024_0087,964,939
0024_0101,964,968
0024_0103,7809,940
0024_0104,964,7803
0024_0107,937,7802
0024_0108,964,7803
0024_0122,964,7803
0024_0123,937,7802
0024_0124,964,978
0024_0126,964,7803
0024_0141,964,7803
0024_0143,989,143
0024_0145,964,7803
0024_0147,964,908
0024_0168,964,7803
0024_0173,964,995
0024_0174,964,7803
0024_0209,964,7803
0024_0211,964,7803
0024_0213,983,213
0024_0236,964,990
0024_0243,964,993
0024_0244,964,919
0024_0270,964,960
0024_0276,964,984
0024_0284,964,7803
0024_0906,964,7803
0024_0911,964,7803
0024_0912,964,7803
0024_0926,964,7803
0024_0939,964,939
0024_0940,7809,940
0024_0959,964,959
0024_0969,964,978
0024_0977,964,977
0024_0978,964,978
0024_6000,964,960
0024_6012,964,7803
0024_6013,964,7803
0024_6014,964,7803
0024_6015,964,7803
0024_6019,964,979
0024_6028,920,44
0024_6029,920,44
0024_6035,964,7803
0024_6036,964,7803
0024_6037,964,7803
0024_6043,964,900
0024_6046,964,900
0024_6050,964,7803
0024_6060,964,7803
0024_6064,7809,6064
0024_6065,7809,6065
0024_7000,964,7803
0024_7001,964,919
0024_7802,937,7802
0026_0001,900,1
0026_0025,959,937
0026_0029,959,929
0026_0031,990,31
0026_0032,959,905
0026_0033,959,986
0026_0035,959,978
0026_0036,959,902
0026_0037,959,938
0026_0038,959,902
0026_0040,959,905
0026_0044,959,920
0026_0045,917,45
0026_0046,959,978
0026_0048,992,48
0026_0051,959,910
0026_0052,959,52
0026_0055,959,982
0026_0056,959,922
0026_0057,959,963
0026_0058,959,994
0026_0059,959,918
0026_0060,959,964
0026_0061,959,905
0026_0064,959,926
0026_0065,959,978
0026_0066,959,919
0026_0067,959,978
0026_0068,959,902
0026_0070,900,70
0026_0071,959,926
0026_0076,988,76
0026_0077,979,77
0026_0079,959,981
0026_0081,959,926
0026_0082,959,928
0026_0087,959,939
0026_0101,959,968
0026_0103,959,7809
0026_0104,959,926
0026_0107,959,7802
0026_0108,906,108
0026_0122,959,926
0026_0123,959,937
0026_0124,959,978
0026_0126,907,126
0026_0141,959,926
0026_0143,959,989
0026_0145,959,926
0026_0147,908,147
0026_0168,959,926
0026_0173,959,995
0026_0174,906,921
0026_0209,959,7803
0026_0211,959,926
0026_0213,983,213
0026_0214,960,214
0026_0236,990,996
0026_0237,906,927
0026_0243,993,243
0026_0244,959,919
0026_0257,959,923
0026_0264,959,930
0026_0270,960,961
0026_0272,959,7800
0026_0276,959,984
0026_0282,960,7806
0026_0283,959,998
0026_0284,959,920
0026_0286,959,998
0026_0287,991,997
0026_0289,7807,289
0026_0911,959,926
0026_0912,959,926
0026_0916,959,926
0026_0926,959,926
0026_0989,959,989
0026_6000,960,214
0026_6006,959,905
0026_6011,959,926
0026_6012,959,926
0026_6013,959,926
0026_6014,959,926
0026_6015,959,926
0026_6018,979,77
0026_6019,979,77
0026_6020,979,77
0026_6021,979,77
0026_6023,983,213
0026_6027,960,214
0026_6028,959,920
0026_6029,959,920
0026_6031,959,922
0026_6035,959,926
0026_6036,906,108
0026_6037,959,902
0026_6040,983,213
0026_6042,983,213
0026_6043,900,901
0026_6044,959,923
0026_6046,959,926
0026_6050,917,6050
0026_6055,959,902
0026_6059,959,905
0026_6060,900,901
0026_6064,959,7809
0026_6065,959,7809
0026_6068,959,905
0026_6069,959,7800
0026_6070,959,7800
0026_6071,983,213
0026_7000,907,7000
0026_7001,959,919
0026_7802,959,7802
0034_0025,7802,937
0034_0033,7802,986
0034_0035,7802,978
0034_0037,7802,938
0034_0046,7802,978
0034_0050,7802,962
0034_0055,982,55
0034_0057,7802,963
0034_0058,7802,994
0034_0060,7802,964
0034_0065,7802,978
0034_0066,7802,919
0034_0067,7802,978
0034_0076,988,76
0034_0082,7802,928
0034_0087,7802,939
0034_0101,7802,968
0034_0103,7802,940
0034_0107,7802,955
0034_0123,7802,956
0034_0124,7802,978
0034_0143,7802,989
0034_0173,7802,959
0034_0243,7802,959
0034_0244,7802,919
0034_0264,7802,959
0034_0276,7802,959
0034_0956,7802,956
0034_0962,7802,937
0034_0965,7802,937
0034_0967,7802,937
0034_0969,7802,937
0034_0977,7802,937
0034_6019,7802,979
0034_6020,7802,979
0034_7802,7802,937
0052_0076,988,76
0077_0056,922,56
0087_0103,957,940
0127_0025,986,937
0127_0033,986,987
0127_0035,986,978
0127_0037,986,938
0127_0046,986,978
0127_0050,986,962
0127_0057,986,963
0127_0060,986,964
0127_0065,986,978
0127_0067,986,978
0127_0087,986,939
0127_0101,986,968
0127_0103,986,940
0127_0107,986,955
0127_0123,986,956
0127_0124,986,978
0127_0126,986,906
0127_0956,986,939
0127_6064,986,7809
0127_6065,986,7809
0217_0001,900,1
0217_0025,7803,937
0217_0029,7803,929
0217_0031,7803,990
0217_0032,997,32
0217_0033,7803,986
0217_0035,7803,977
0217_0036,902,36
0217_0037,7803,938
0217_0038,902,38
0217_0040,905,40
0217_0044,920,44
0217_0045,917,45
0217_0046,7803,978
0217_0048,7803,992
0217_0051,910,51
0217_0055,7803,982
0217_0056,7803,922
0217_0057,7803,963
0217_0058,7803,994
0217_0059,906,918
0217_0060,964,60
0217_0061,997,61
0217_0064,926,64
0217_0065,7803,978
0217_0066,919,66
0217_0067,7803,978
0217_0068,902,68
0217_0070,900,70
0217_0071,926,71
0217_0076,7803,988
0217_0077,7803,979
0217_0079,7803,981
0217_0081,926,81
0217_0082,928,82
0217_0087,7803,939
0217_0101,7803,968
0217_0103,7803,7809
0217_0104,926,104
0217_0107,7803,937
0217_0108,906,108
0217_0122,926,122
0217_0123,7803,937
0217_0124,7803,978
0217_0126,906,907
0217_0141,926,913
0217_0143,7803,989
0217_0145,926,145
0217_0147,908,147
0217_0168,926,914
0217_0173,7803,995
0217_0174,906,921
0217_0209,7803,209
0217_0211,926,916
0217_0213,7803,983
0217_0214,960,214
0217_0236,7803,990
0217_0237,906,927
0217_0243,7803,993
0217_0244,919,244
0217_0257,7803,923
0217_0264,7803,930
0217_0270,960,961
0217_0272,7803,7800
0217_0276,7803,984
0217_0281,7803,991
0217_0282,960,7806
0217_0283,7803,999
0217_0284,920,7804
0217_0286,7803,998
0217_0287,7803,991
0217_0911,926,911
0217_0912,926,912
0217_0913,926,913
0217_0914,926,914
0217_0916,926,916
0217_0957,7803,939
0217_0959,7803,959
0217_0992,900,992
0217_6000,960,214
0217_6006,905,40
0217_6010,960,214
0217_6011,926,913
0217_6012,926,912
0217_6013,926,916
0217_6014,926,916
0217_6015,926,916
0217_6019,7803,979
0217_6023,7803,983
0217_6025,7803,923
0217_6027,960,214
0217_6028,920,44
0217_6029,920,44
0217_6031,7803,922
0217_6032,7803,922
0217_6033,7803,922
0217_6034,906,918
0217_6035,926,916
0217_6036,906,108
0217_6037,902,68
0217_6039,960,214
0217_6040,7803,983
0217_6041,960,214
0217_6042,7803,983
0217_6043,900,901
0217_6044,7803,923
0217_6046,900,901
0217_6050,917,6050
0217_6054,960,214
0217_6055,902,68
0217_6056,900,6056
0217_6057,900,901
0217_6059,997,901
0217_6060,900,901
0217_6064,7803,7809
0217_6065,7803,7809
0217_6068,997,901
0217_6069,7803,7800
0217_6070,7803,7800
0217_6987,7803,983
0217_6988,7803,983
0217_6989,7803,983
0217_6990,906,6990
0217_6992,7803,6992
0217_6993,7803,6993
0217_6997,7803,6997
0217_6998,906,6998
0217_7000,906,907
0217_7001,919,7001
0217_7802,7803,937
0217_7806,960,7806
0217_7808,997,7808
0224_0056,7800,922
0224_0257,7800,923
0224_0272,7800,272
0224_6044,7800,923
0231_0029,980,929
0231_0216,980,216
0235_0001,900,1
0235_0025,7803,937
0235_0029,7803,929
0235_0031,7803,990
0235_0032,997,32
0235_0033,7803,986
0235_0035,7803,977
0235_0036,902,36
0235_0037,7803,938
0235_0038,902,38
0235_0040,905,40
0235_0044,920,44
0235_0045,917,45
0235_0046,7803,978
0235_0048,7803,992
0235_0050,7803,964
0235_0051,910,51
0235_0055,7803,982
0235_0056,7803,922
0235_0057,7803,963
0235_0058,7803,994
0235_0059,906,918
0235_0060,7803,964
0235_0061,997,61
0235_0063,902,63
0235_0064,926,64
0235_0065,7803,978
0235_0066,919,66
0235_0067,7803,978
0235_0068,902,68
0235_0070,900,70
0235_0071,926,71
0235_0076,7803,988
0235_0077,7803,979
0235_0079,7803,981
0235_0081,926,81
0235_0082,906,928
0235_0087,7803,939
0235_0101,7803,968
0235_0103,7803,7809
0235_0104,926,104
0235_0107,7803,937
0235_0108,906,108
0235_0122,926,122
0235_0123,7803,937
0235_0124,7803,978
0235_0126,906,907
0235_0130,906,130
0235_0141,926,913
0235_0143,7803,989
0235_0145,926,145
0235_0147,908,147
0235_0154,906,154
0235_0168,926,914
0235_0169,902,904
0235_0173,7803,995
0235_0174,906,921
0235_0209,7803,209
0235_0211,926,916
0235_0213,7803,983
0235_0214,7803,960
0235_0236,7803,990
0235_0237,906,927
0235_0243,7803,993
0235_0244,919,244
0235_0257,7803,923
0235_0264,7803,930
0235_0270,7803,960
0235_0272,7803,7800
0235_0276,7803,984
0235_0282,7803,960
0235_0284,920,7804
0235_0286,7803,998
0235_0287,7803,991
0235_0289,7803,7807
0235_0901,900,901
0235_0907,906,907
0235_0911,926,911
0235_0912,926,912
0235_0913,926,913
0235_0914,926,914
0235_0915,909,915
0235_0916,926,916
0235_0919,905,919
0235_0928,906,928
0235_0929,900,929
0235_0940,7803,939
0235_0955,900,937
0235_0956,900,937
0235_0957,7803,939
0235_0959,7803,959
0235_0978,7803,978
0235_0988,7803,988
0235_0997,906,997
0235_6000,7803,960
0235_6006,905,40
0235_6007,906,927
0235_6010,7803,960
0235_6011,926,913
0235_6012,926,912
0235_6013,926,916
0235_6014,926,916
0235_6015,926,916
0235_6016,900,6016
0235_6019,7803,979
0235_6023,7803,983
0235_6025,7803,923
0235_6027,7803,960
0235_6028,920,44
0235_6029,920,44
0235_6031,7803,922
0235_6034,906,918
0235_6035,926,916
0235_6036,906,108
0235_6037,902,68
0235_6039,7803,960
0235_6040,7803,983
0235_6041,7803,960
0235_6042,7803,983
0235_6043,900,901
0235_6044,7803,923
0235_6045,917,45
0235_6046,900,901
0235_6050,917,6050
0235_6054,7803,960
0235_6055,902,68
0235_6056,900,6056
0235_6059,997,901
0235_6060,900,901
0235_6064,7803,7809
0235_6065,7803,7809
0235_6067,906,901
0235_6068,997,901
0235_6069,7803,7800
0235_6070,7803,7800
0235_6990,906,6990
0235_6998,906,6998
0235_7000,906,907
0235_7001,919,7001
0235_7802,7803,937
0241_0001,900,1
0241_0025,919,937
0241_0029,7803,929
0241_0031,990,31
0241_0032,997,32
0241_0033,986,987
0241_0035,919,978
0241_0036,902,36
0241_0037,919,938
0241_0038,902,38
0241_0040,905,40
0241_0044,920,44
0241_0045,917,45
0241_0046,919,978
0241_0048,919,992
0241_0050,919,964
0241_0051,910,51
0241_0055,919,982
0241_0056,919,922
0241_0057,919,963
0241_0058,919,994
0241_0059,919,918
0241_0060,919,964
0241_0061,997,61
0241_0064,926,64
0241_0065,919,978
0241_0066,919,66
0241_0067,919,978
0241_0068,902,68
0241_0070,900,70
0241_0071,926,71
0241_0076,919,988
0241_0077,7803,979
0241_0079,981,79
0241_0081,926,81
0241_0082,928,82
0241_0087,919,939
0241_0101,919,968
0241_0103,919,7809
0241_0104,926,104
0241_0107,919,937
0241_0108,906,108
0241_0122,926,122
0241_0123,919,937
0241_0124,919,978
0241_0126,906,907
0241_0130,906,130
0241_0141,926,913
0241_0143,919,989
0241_0145,926,145
0241_0147,908,147
0241_0154,906,154
0241_0168,926,914
0241_0169,906,169
0241_0173,919,995
0241_0174,906,921
0241_0189,926,915
0241_0209,7803,209
0241_0211,926,916
0241_0213,919,983
0241_0214,960,214
0241_0236,990,996
0241_0237,906,927
0241_0243,919,959
0241_0244,919,244
0241_0257,919,923
0241_0264,7803,930
0241_0270,960,961
0241_0272,7803,7800
0241_0276,7803,984
0241_0282,960,7806
0241_0283,7803,998
0241_0284,920,7804
0241_0286,7803,998
0241_0911,926,911
0241_0912,926,912
0241_0913,926,913
0241_0914,926,914
0241_0916,926,916
0241_0921,906,921
0241_0923,919,923
0241_0929,7803,929
0241_0937,919,937
0241_0939,919,939
0241_0957,919,937
0241_0959,919,959
0241_0961,919,960
0241_0968,919,968
0241_0985,7803,985
0241_0989,919,989
0241_6000,960,214
0241_6006,905,40
0241_6007,906,927
0241_6010,960,214
0241_6011,926,913
0241_6012,926,912
0241_6013,926,916
0241_6014,926,916
0241_6015,926,916
0241_6016,900,6016
0241_6019,919,979
0241_6023,7803,983
0241_6025,919,923
0241_6026,7803,960
0241_6027,960,214
0241_6028,920,44
0241_6029,920,44
0241_6031,919,922
0241_6032,919,922
0241_6033,919,922
0241_6034,7803,998
0241_6035,926,916
0241_6036,906,108
0241_6037,902,68
0241_6039,960,214
0241_6040,7803,983
0241_6041,960,214
0241_6042,7803,983
0241_6043,900,901
0241_6044,919,923
0241_6045,917,45
0241_6046,900,901
0241_6050,917,6050
0241_6054,960,214
0241_6055,902,68
0241_6056,900,6056
0241_6059,997,901
0241_6060,900,901
0241_6064,919,7809
0241_6065,919,7809
0241_6066,917,6066
0241_6068,997,901
0241_6069,7803,7800
0241_6070,7803,7800
0241_6987,7803,6987
0241_6988,7803,6988
0241_6989,7803,6989
0241_6990,906,6990
0241_6991,7803,6991
0241_6992,7803,6992
0241_6993,7803,6993
0241_6995,7803,6995
0241_6996,7803,6996
0241_6998,906,6998
0241_7000,906,907
0241_7001,919,7001
0241_7802,919,937
0241_7806,919,960
0241_7808,997,7808
0241_7810,926,7810
0247_0001,900,1
0247_0025,7803,937
0247_0029,7803,929
0247_0031,7803,990
0247_0032,997,32
0247_0033,7803,986
0247_0035,7803,977
0247_0036,902,36
0247_0037,7803,938
